pulsaciones, gsr, temperatura
86.9140396118164,0.6971850991249084,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.6997472643852234,34.669998168945305,0
86.9140396118164,0.7151204943656921,34.669998168945305,0
86.9140396118164,0.7151204943656921,34.669998168945305,0
86.9140396118164,0.7151204943656921,34.669998168945305,0
86.9140396118164,0.7151204943656921,34.669998168945305,0
86.9140396118164,0.7151204943656921,34.669998168945305,0
86.9140396118164,0.7151204943656921,34.669998168945305,0
86.9140396118164,0.7151204943656921,34.669998168945305,0
86.9140396118164,0.7125582695007324,34.669998168945305,0
86.9140396118164,0.7125582695007324,34.669998168945305,0
86.9140396118164,0.7125582695007324,34.669998168945305,0
86.7890396118164,0.7125582695007324,34.669998168945305,0
86.7890396118164,0.7125582695007324,34.669998168945305,0
86.7890396118164,0.7125582695007324,34.669998168945305,0
86.7890396118164,0.7125582695007324,34.669998168945305,0
86.78457641601562,0.7099961042404175,34.650001525878906,0
86.78457641601562,0.7099961042404175,34.650001525878906,0
86.78457641601562,0.7099961042404175,34.650001525878906,0
86.78457641601562,0.7099961042404175,34.650001525878906,0
86.78457641601562,0.7099961042404175,34.650001525878906,0
84.83697509765625,0.7099961042404175,34.650001525878906,0
84.83697509765625,0.7099961042404175,34.650001525878906,0
84.83697509765625,0.7074338793754578,34.650001525878906,0
84.83697509765625,0.7074338793754578,34.650001525878906,0
85.7185287475586,0.7074338793754578,34.650001525878906,0
85.7185287475586,0.7074338793754578,34.669998168945305,0
85.7185287475586,0.7074338793754578,34.669998168945305,0
85.7185287475586,0.7074338793754578,34.669998168945305,0
85.7185287475586,0.7074338793754578,34.669998168945305,0
85.68809509277344,0.7074338793754578,34.669998168945305,0
85.68809509277344,0.6997472643852234,34.669998168945305,0
85.68809509277344,0.6997472643852234,34.669998168945305,0
85.68809509277344,0.6997472643852234,34.669998168945305,0
85.68809509277344,0.6997472643852234,34.669998168945305,0
85.68809509277344,0.6997472643852234,34.669998168945305,0
85.68809509277344,0.6997472643852234,34.669998168945305,0
85.68809509277344,0.6997472643852234,34.669998168945305,0
85.68809509277344,0.6907795667648315,34.669998168945305,0
85.72029113769531,0.6907795667648315,34.669998168945305,0
85.72029113769531,0.6907795667648315,34.669998168945305,0
85.72029113769531,0.6907795667648315,34.669998168945305,0
85.72029113769531,0.6907795667648315,34.669998168945305,0
85.72431182861328,0.6907795667648315,34.669998168945305,0
85.72431182861328,0.6907795667648315,34.669998168945305,0
85.72431182861328,0.6907795667648315,34.630001068115234,0
85.72431182861328,0.6907795667648315,34.630001068115234,0
85.72431182861328,0.6907795667648315,34.630001068115234,0
85.72481536865234,0.6907795667648315,34.630001068115234,0
85.72481536865234,0.6907795667648315,34.630001068115234,0
85.72481536865234,0.6907795667648315,34.630001068115234,0
85.72481536865234,0.6907795667648315,34.630001068115234,0
85.72481536865234,0.6843740940093994,34.630001068115234,0
84.82190704345703,0.6843740940093994,34.630001068115234,0
84.82190704345703,0.6843740940093994,34.630001068115234,0
84.82190704345703,0.6843740940093994,34.650001525878906,0
84.82190704345703,0.6843740940093994,34.650001525878906,0
82.58597564697266,0.6843740940093994,34.650001525878906,0
82.58597564697266,0.6843740940093994,34.650001525878906,0
82.58597564697266,0.6843740940093994,34.650001525878906,0
82.58597564697266,0.6818118691444397,34.650001525878906,0
82.58597564697266,0.6818118691444397,34.650001525878906,0
82.58597564697266,0.6818118691444397,34.650001525878906,0
82.58597564697266,0.6818118691444397,34.650001525878906,0
82.58597564697266,0.6818118691444397,34.650001525878906,0
82.58597564697266,0.6818118691444397,34.650001525878906,0
82.30648803710938,0.6792497038841248,34.650001525878906,0
82.30648803710938,0.6792497038841248,34.650001525878906,0
82.30648803710938,0.6792497038841248,34.650001525878906,0
82.30648803710938,0.6792497038841248,34.650001525878906,0
82.27154541015625,0.6792497038841248,34.650001525878906,0
82.27154541015625,0.6792497038841248,34.650001525878906,0
82.27154541015625,0.6792497038841248,34.650001525878906,0
82.27154541015625,0.6792497038841248,34.650001525878906,0
82.27154541015625,0.6702820062637329,34.650001525878906,0
82.26718139648438,0.6702820062637329,34.650001525878906,0
82.26718139648438,0.6702820062637329,34.650001525878906,0
82.26718139648438,0.6702820062637329,34.650001525878906,0
82.26718139648438,0.6702820062637329,34.650001525878906,0
82.26718139648438,0.6702820062637329,34.650001525878906,0
82.26718139648438,0.6702820062637329,34.650001525878906,0
82.26663208007812,0.6715630888938904,34.650001525878906,0
82.26663208007812,0.6715630888938904,34.650001525878906,0
82.26663208007812,0.6715630888938904,34.650001525878906,0
82.26663208007812,0.6715630888938904,34.650001525878906,0
82.26663208007812,0.6715630888938904,34.650001525878906,0
81.17758178710938,0.6715630888938904,34.650001525878906,0
81.17758178710938,0.6690009236335754,34.650001525878906,0
81.17758178710938,0.6690009236335754,34.650001525878906,0
81.17758178710938,0.6690009236335754,34.650001525878906,0
81.17758178710938,0.6690009236335754,34.650001525878906,0
81.17758178710938,0.6690009236335754,34.650001525878906,0
81.17758178710938,0.6690009236335754,34.650001525878906,0
78.89976501464844,0.6690009236335754,34.650001525878906,0
78.89976501464844,0.6690009236335754,34.650001525878906,0
78.89976501464844,0.6664386987686157,34.650001525878906,0
78.89976501464844,0.6664386987686157,34.650001525878906,0
78.89976501464844,0.6664386987686157,34.650001525878906,0
77.55868530273438,0.6664386987686157,34.650001525878906,0
77.55868530273438,0.6664386987686157,34.650001525878906,0
77.55868530273438,0.6664386987686157,34.650001525878906,0
77.55868530273438,0.6664386987686157,34.650001525878906,0
76.28701782226562,0.6587520837783813,34.650001525878906,0
76.28701782226562,0.6587520837783813,34.650001525878906,0
76.28701782226562,0.6587520837783813,34.650001525878906,0
76.28701782226562,0.6587520837783813,34.650001525878906,0
76.28701782226562,0.6587520837783813,34.650001525878906,0
76.28701782226562,0.6587520837783813,34.650001525878906,0
75.00306701660156,0.6587520837783813,34.650001525878906,0
75.00306701660156,0.6587520837783813,34.650001525878906,0
75.00306701660156,0.6613143086433411,34.650001525878906,0
75.00306701660156,0.6613143086433411,34.650001525878906,0
74.98319244384766,0.6613143086433411,34.650001525878906,0
74.98319244384766,0.6613143086433411,34.650001525878906,0
74.98319244384766,0.6613143086433411,34.650001525878906,0
74.98319244384766,0.6613143086433411,34.650001525878906,0
74.98319244384766,0.6600332260131836,34.650001525878906,0
74.98319244384766,0.6600332260131836,34.650001525878906,0
